"","EN","UA","COMM"
"704","contortion","вивих",NA
"705","contortion","звих",NA
"706","contour map","контурна карта",NA
"707","contouring pliers","коронковий пінцет",NA
"708","contraception method","метод контрацепції","Lviv_linguist"
"709","contraceptive","контрацептив",NA
"710","contraceptives","протизаплідні засоби",NA
"711","contract a disease","наживати хворобу",NA
"712","contraindicated","протипоказаний",NA
"713","contraindication","протипоказання",NA
"714","contrast abscessogram","абсцесограма",NA
"715","contrast agent","контрастна речовина",NA
"716","contrast douche","шотландський душ",NA
"717","contrast enema","контрастна клізма",NA
"718","corroborant","тонізуючий засіб",NA
"719","corroborative","зміцнюючий засіб",NA
"720","corroding abscess","роз'їдний абсцес",NA
"721","cortical aphasia","кіркова афазія",NA
"722","corticotomy","кортикотомія",NA
"723","coryza","нежить",NA
"724","costive","хворий на запор",NA
"725","costiveness","запор",NA
"726","costiveness","копростаз",NA
"727","costiveness","обстипація",NA
"728","cot case","лежачий хворий",NA
"729","couch","видаляти катаракту",NA
"730","couching","усунення катаракти",NA
"731","couching","усунення більма",NA
"732","cough reflex","кашлевий рефлекс",NA
"733","cough syncope","бетолепсія",NA
"734","counter-extension","проти витягування",NA
"735","counter-indicative","протипоказаний",NA
"736","counter-irritant","відтяжний засіб",NA
"737","counter-irritation","відтягання",NA
"738","crus of clitoris","ніжка клітора",NA
"739","crus of penis","ніжка статевого члена",NA
"740","crush compression","краш-синдром",NA
"741","crust","струп",NA
"742","crusted ringworm","фавус",NA
"743","cryoanesthesia","кріоанестезія",NA
"744","cryoprobe","кріозонд",NA
"745","crypt cell production","кишковий слиз",NA
"746","cryptomenorrhea","несправжня аменорея",NA
"747","cryptorchidism","неопущення яєчка",NA
"748","cryptorchism","неопущення яєчка",NA
"749","cuff abscess","манжетний абсцес",NA
"750","culdoscope","кульдоскоп",NA
"751","culdoscopy","кульдоскопія",NA
"752","culdotomy","кульдотомія",NA
"753","cumulative accumulated","сумарна доза",NA
"754","cumulative dose","кумулятивна доза","Lviv_linguist"
"755","cumulative dose","загальна доза",NA
"756","cumulative total","нагромаджена доза",NA
"757","cup","банка",NA
"758","cystoid","несправжня киста",NA
"759","cystoma","цистома",NA
"760","cystoma","кістома",NA
"761","cystoparalysis","цистоплегія",NA
"762","cystoplegia","цистоплегія",NA
"763","cytomorphosis","прозоплазія",NA
"764","d'arsonvalization","дарсонвалізація",NA
"765","d-bridement of wound","санація рани",NA
"766","dacryadenitis","дакріоаденіт",NA
"767","dacryoadenitis","дакріоаденіт",NA
"768","dacryocystitis","дакріоцистит",NA
"769","dacryocystoptosis","дакріоцистоптоз",NA
"770","dacryocystotomy","дакріоцистотомія",NA
"771","dacryolith","дакріоліт",NA
"772","dacryon","дакріон",NA
"773","dacryops","сльозотеча",NA
"774","dacryorrhea","дакріорея",NA
"775","dacryostenosis","дакріостеноз",NA
"776","dactylitis","дактиліт",NA
"777","dactylolysis","дактилоліз",NA
"778","decorticate rigidity","декортикаційна ригідність","SergiusT"
"779","decrement","стадія затихання хвороби",NA
"780","decubital nosocomial pressure","госпітальна гангрена",NA
"781","decubitus","лежаче положення",NA
"782","decubitus","пролежень",NA
"783","decubitus ulcer","гангрена від пролежня",NA
"784","decubitus ulcer","госпітальна гангрена",NA
"785","decurarization","декураризація",NA
"786","decussation","перехрестя",NA
"787","deep","підшкірний",NA
"788","deep coma","глибока кома",NA
"789","defecatory disability","копростаз",NA
"790","defecatory disability","обстипація",NA
"791","defecography","дефекографія",NA
"792","defective","дефективний суб'єкт",NA
"793","deferentitis","деферентит",NA
"794","defervescence","спад гарячки",NA
"795","defervescence","припинення гарячки",NA
"796","defervescence","зниження температури",NA
"797","defloration","дефлорація",NA
"798","dental spoon","стоматологічна ложка",NA
"799","dental surgery","стоматологічний кабінет",NA
"800","dental tartar","зубний камінь",NA
"801","dental tartar","одонтоліт",NA
"802","dentalgia","одонталгія",NA
"803","dentalgia","одонтодинія",NA
"804","dentimetry","дентиметрія",NA
"805","dentinogenesis","дентиногенез",NA
"806","dentinoma","дентинома",NA
"807","dentist's chair","стоматологічне крісло",NA
"808","dentist's surgery","зуболікувальний кабінет",NA
"809","dentist's surgery","стоматологічний кабінет",NA
"810","depilation","епіляція",NA
"811","deplete","очищати кишечник",NA
"812","deplete","робити кровопускання",NA
"813","deplete","пускати кров",NA
"814","depletion","кровопускання",NA
"815","depletion","очищення кишечника",NA
