"Medicine name";"EML section";"Formulations";"Indication";"ATC codes";"Combined with";"Status"
"atazanavir";"Antiretrovirals > Protease inhibitors";"Oral > Solid: 100 mg (as sulfate); 300 mg (as sulfate)";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AE08";;"Removed"
"atazanavir + ritonavir";"Antiretrovirals > Protease inhibitors";"Oral > Solid: 300 mg (as sulfate) + 100 mg tablet (heat stable)";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AR23";;"Added"
"atenolol";"Antianginal medicines";"Oral > Solid: 50 mg; 100 mg";"Angina pectoris";"C07AB03";;"Removed"
"atenolol";"Antihypertensive medicines";"Oral > Solid: 50 mg; 100 mg
";"Essential hypertension";"C07AB03";;"Removed"
"atenolol";"Antihypertensive medicines";"Oral > Solid: 50 mg; 100 mg
";"Essential hypertension";;;"Added"
"atezolizumab";"Immunomodulators";"Parenteral > General injections > IV: 1.2 g per 20 mL concentrate solution for infusion";"Other specified malignant neoplasms of bronchus or lung";"L01XC18";;"Removed"
"atoltivimab + maftivimab + odesivimab";"Medicines for Ebola virus disease";"Parenteral > General injections > IV: 241.7 mg + 241.7 mg + 241.7 mg in 14.5 mL vial";"Ebola virus disease";;;"Added"
"atorvastatin";"Lipid-lowering agents";;"Mixed hyperlipidaemia";;;"Added"
"atorvastatin";"Lipid-lowering agents";;"Coronary atherosclerosis";;;"Added"
"atracurium";"Muscle relaxants (peripherally-acting) and cholinesterase inhibitors";"Parenteral > General injections > IV: 10 mg per  mL (besylate)";"Muscle relaxants";"M03AC04";;"Added"
"atropine";"Antidotes and other substances used in poisonings > Specific";"Parenteral > General injections > unspecified: 1 mg in 1 mL ampoule (atropine sulfate)";"Exposure to or harmful effects of undetermined intent of pesticides";"A03BA01";;"Added"
"atropine";"Preoperative medication and sedation for short-term procedures";"Parenteral > General injections > unspecified: 1 mg in 1 mL ampoule (atropine sulfate)";"Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics";"A03BA01";;"Added"
"atropine";"Diagnostic agents > Ophthalmic medicines";;"Cycloplegic drug";;;"Added"
"atropine";"Ophthalmological preparations > Mydriatics";"Local > Ophthalmological > Solution (eye drops): 0.1% (sulfate); 0.5% (sulfate); 1% (sulfate)";"Anterior uveitis";"S01FA01";;"Added"
"axicabtagene ciloleucel";"Antineoplastics and supportive medicines";"Cell suspension for infusion: 2 × 10*6 anti-CD19 CAR-positive viable T-cells per kg of body weight.";"Diffuse large B-cell lymphomas";"L01XL03";;"Removed"
"azacitidine";"Cytotoxic medicines";"Parenteral > General injections > IV: 100 mg in vial powder for injection";"Myeloid leukaemia";"L01BC07";;"Removed"
"azathioprine";"Disease-modifying anti-rheumatic drugs (DMARDs)";"Oral > Solid: 50 mg";"Rheumatoid arthritis, serology unspecified";"L04AX01";;"Added"
"azathioprine";"Disease-modifying anti-rheumatic drugs (DMARDs)";"Oral > Solid: 50 mg";"Psoriatic arthritis";"L04AX01";;"Added"
"azathioprine";"Immunomodulators for non-malignant disease";"Oral > Solid: 50 mg
Parenteral > General injections > IV: 100 mg in vial powder for injection (as sodium salt); 50 mg in vial powder for injection (as sodium salt)
Oral > Liquid: 10 mg per  mL
Oral > Solid > tablet: 50 mg (scored); 25 mg";"Relapsing-remitting multiple sclerosis";"L04AX01";;"Removed"
"azathioprine";"Immunomodulators for non-malignant disease";"Oral > Solid: 50 mg
Parenteral > General injections > IV: 100 mg in vial powder for injection (as sodium salt); 50 mg in vial powder for injection (as sodium salt)
Oral > Liquid: 10 mg per  mL
Oral > Solid > tablet: 50 mg (scored); 25 mg";"Failure or rejection of transplanted organs or tissues";"L04AX01";;"Added"
"azithromycin";"Ophthalmological preparations > Anti-infective agents";"Local > Ophthalmological > Solution (eye drops): 1.5% eye drops";"Trachoma";"S01AA26";;"Added"
"azithromycin";"Watch group antibiotics";"Oral > Liquid: 200 mg per 5 mL oral liquid
Oral > Solid: 250 mg (anhydrous) capsule; 500 mg (anhydrous) capsule";"Gonococcal infection";"J01FA10";"ceftriaxone";"Added"
"azithromycin";"Watch group antibiotics";"Oral > Liquid: 200 mg per 5 mL oral liquid
Oral > Solid: 250 mg (anhydrous) capsule; 500 mg (anhydrous) capsule";"Gonococcal infection";"J01FA10";"cefixime";"Added"
"aztreonam";"Reserve group antibiotics";"Parenteral > General injections > unspecified: 1 g in vial powder for injection; 2 g in vial powder for injection";"Other specified bacterial diseases";"J01DF01";;"Removed"
"barium sulfate";"Diagnostic agents > Radiocontrast media";"Oral > Liquid: Aqueous suspension";"Barium sulfate with suspending agents";"V08BA01";;"Added"
"beclometasone";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"
Respiratory > Inhalation > aerosol: 50 µg per  dose (dipropionate); 250 µg per  dose (dipropionatae)";"Asthma";;;"Added"
"beclometasone";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"
Respiratory > Inhalation > aerosol: 50 µg per  dose (dipropionate); 250 µg per  dose (dipropionatae)";"Asthma";"R03BA01";;"Removed"
"beclometasone + formoterol";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";;"Asthma";;;"Added"
"bedaquiline";"Antituberculosis medicines";"Oral > Solid: 100 mg tablet; 20 mg tablet";"Multi-drug resistant Mycobacterium tuberculosis";"J04AK05";;"Added"
"bendamustine";"Cytotoxic medicines";"Parenteral > General injections > unspecified: 45 mg per 0.5 mL; 180 mg per 2 mL";"Chronic lymphocytic leukaemia or small lymphocytic lymphoma";"L01AA09";;"Added"
"bendamustine";"Cytotoxic medicines";"Parenteral > General injections > unspecified: 45 mg per 0.5 mL; 180 mg per 2 mL";"Follicular lymphoma";"L01AA09";;"Added"
"benzathine benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > IM: 900 mg in vial benzylpenicillin powder for injection (= 1.2 million IU); 1.44 g in vial benzylpenicillin powder for injection (= 2.4 million IU)";"Congenital syphilis [children]";"J01CE08";;"Added"
"benzathine benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > IM: 900 mg in vial benzylpenicillin powder for injection (= 1.2 million IU); 1.44 g in vial benzylpenicillin powder for injection (= 2.4 million IU)";"Syphilis";"J01CE08";;"Added"
"benzathine benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > IM: 900 mg in vial benzylpenicillin powder for injection (= 1.2 million IU); 1.44 g in vial benzylpenicillin powder for injection (= 2.4 million IU)";"Bacterial infection of unspecified site";"J01CE08";;"Removed"
"benznidazole";"American trypanosomiasis";"Oral > Solid > tablet: 100 mg (scored); 50 mg (scored); 12.5 mg";"Chagas disease";"P01CA02";;"Added"
"benzoic acid + salicylic acid";"Dermatological medicines > Antifungal medicines";"Local > Topical > Cream: 6% + 3%
Local > Topical > Ointment: 6% + 3%";"Fungal infection of the skin";;;"Removed"
"benzoyl peroxide";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";"Local > Topical > Cream: 5%
Local > Topical > Lotion: 5%";"Acne";"D10AE01";;"Added"
"benzyl benzoate";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Lotion: 25%";"Pthiriasis";"P03AX01";;"Added"
"benzyl benzoate";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Lotion: 25%";"Pediculosis corporis";"P03AX01";;"Added"
"benzyl benzoate";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Lotion: 25%";"Pediculosis capitis";"P03AX01";;"Added"
"benzyl benzoate";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Lotion: 25%";"Scabies";"P03AX01";;"Added"
"benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > unspecified: 600 mg in vial powder for injection (=1 million IU as sodium or potassium salt); 3 g in vial powder for injection (=5 million IU as sodium or potassium salt)
Parenteral > General injections > unspecified: 600 mg in vial powder for injection (= 1 million IU as sodium or potassium salt); 3 g in vial powder for injection (= 5 million IU as sodium or potassium salt)";"Bacterial pneumonia (Community-acquired pneumonia - severe) [children]";"J01CE01";"gentamicin";"Added"
"benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > unspecified: 600 mg in vial powder for injection (=1 million IU as sodium or potassium salt); 3 g in vial powder for injection (=5 million IU as sodium or potassium salt)
Parenteral > General injections > unspecified: 600 mg in vial powder for injection (= 1 million IU as sodium or potassium salt); 3 g in vial powder for injection (= 5 million IU as sodium or potassium salt)";"Congenital syphilis [children]";"J01CE01";;"Added"
"benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > unspecified: 600 mg in vial powder for injection (=1 million IU as sodium or potassium salt); 3 g in vial powder for injection (=5 million IU as sodium or potassium salt)
Parenteral > General injections > unspecified: 600 mg in vial powder for injection (= 1 million IU as sodium or potassium salt); 3 g in vial powder for injection (= 5 million IU as sodium or potassium salt)";"Syphilis";"J01CE01";;"Added"
"benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > unspecified: 600 mg in vial powder for injection (=1 million IU as sodium or potassium salt); 3 g in vial powder for injection (=5 million IU as sodium or potassium salt)
Parenteral > General injections > unspecified: 600 mg in vial powder for injection (= 1 million IU as sodium or potassium salt); 3 g in vial powder for injection (= 5 million IU as sodium or potassium salt)";"Acute malnutrition in infants, children or adolescents (complicated) [children]";"J01CE01";"gentamicin";"Added"
"benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > unspecified: 600 mg in vial powder for injection (=1 million IU as sodium or potassium salt); 3 g in vial powder for injection (=5 million IU as sodium or potassium salt)
Parenteral > General injections > unspecified: 600 mg in vial powder for injection (= 1 million IU as sodium or potassium salt); 3 g in vial powder for injection (= 5 million IU as sodium or potassium salt)";"Sepsis without septic shock";"J01CE01";"gentamicin";"Added"
"benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > unspecified: 600 mg in vial powder for injection (=1 million IU as sodium or potassium salt); 3 g in vial powder for injection (=5 million IU as sodium or potassium salt)
Parenteral > General injections > unspecified: 600 mg in vial powder for injection (= 1 million IU as sodium or potassium salt); 3 g in vial powder for injection (= 5 million IU as sodium or potassium salt)";"Bacterial meningitis";"J01CE01";;"Added"
"benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > unspecified: 600 mg in vial powder for injection (=1 million IU as sodium or potassium salt); 3 g in vial powder for injection (=5 million IU as sodium or potassium salt)
Parenteral > General injections > unspecified: 600 mg in vial powder for injection (= 1 million IU as sodium or potassium salt); 3 g in vial powder for injection (= 5 million IU as sodium or potassium salt)";"Bacterial infection of unspecified site";"J01CE01";;"Removed"
"betamethasone";"Dermatological medicines > Anti-inflammatory and antipruritic medicines";"Local > Topical > Cream: 0.1% (as valerate)
Local > Topical > Ointment: 0.1% (as valerate)";"Pruritus due to skin disorder";"D07AC01";;"Added"
"betamethasone";"Dermatological medicines > Anti-inflammatory and antipruritic medicines";"Local > Topical > Cream: 0.1% (as valerate)
Local > Topical > Ointment: 0.1% (as valerate)";"Psoriasis of unspecified type";"D07AC01";;"Added"
"betamethasone";"Dermatological medicines > Anti-inflammatory and antipruritic medicines";"Local > Topical > Cream: 0.1% (as valerate)
Local > Topical > Ointment: 0.1% (as valerate)";"Dermatitis or eczema";"D07AC01";;"Added"
"betamethasone";"Dermatological medicines > Anti-inflammatory and antipruritic medicines";"Local > Topical > Cream: 0.1% (as valerate)
Local > Topical > Ointment: 0.1% (as valerate)";"Lichen planus";"D07AC01";;"Added"
"bevacizumab";"Ophthalmological preparations > Anti-vascular endothelial growth factor (VEGF) preparations";"Parenteral > Locoregional injections > Intravitreal: 25 mg per  mL";"Age related macular degeneration";"S01LA08";;"Added"
"bicalutamide";"Hormones and antihormones";"Oral > Solid: 50 mg";"Malignant neoplasms of prostate";"L02BB03";;"Added"
"binimetinib";"Targeted therapies";;"Other specified melanoma of skin";;;"Removed"
"biperiden";"Medicines for parkinsonism";"Parenteral > General injections > IV: 5 mg per  mL in 1 mL ampoule (lactate)
Oral > Solid: 2 mg tablet (hydrochloride)";"Parkinson disease";"N04AA02";;"Added"
"bisacodyl";"Laxatives";;"Constipation";;;"Added"
"bisoprolol";"Antianginal medicines";"Oral > Solid: 1.25 mg; 5 mg";"Angina pectoris";"C07AB07";;"Added"
"bisoprolol";"Medicines used in heart failure";"Oral > Solid: 1.25 mg; 5 mg";"Heart failure";"C07AB07";;"Added"
"bisoprolol";"Antihypertensive medicines";"Oral > Solid: 1.25 mg; 5 mg";"Essential hypertension";"C07AB07";;"Added"
"bisoprolol";"Antiarrhythmic medicines";"Oral > Solid: 1.25 mg; 5 mg";"Cardiac arrhythmia";"C07AB07";;"Added"
"bleomycin";"Cytotoxic medicines";"Parenteral > General injections > unspecified: 15 mg in vial (as sulfate)
Parenteral > General injections > unspecified: 15000 IU in vial (as sulfate)";"Unspecified malignant neoplasms of ill-defined or unspecified sites";"L01DC01";;"Removed"
"bleomycin";"Cytotoxic medicines";"Parenteral > General injections > unspecified: 15 mg in vial (as sulfate)
Parenteral > General injections > unspecified: 15000 IU in vial (as sulfate)";"Kaposi sarcoma of unspecified primary site";"L01DC01";;"Added"
"bleomycin";"Cytotoxic medicines";"Parenteral > General injections > unspecified: 15 mg in vial (as sulfate)
Parenteral > General injections > unspecified: 15000 IU in vial (as sulfate)";"Hodgkin lymphoma";"L01DC01";;"Added"
"bleomycin";"Cytotoxic medicines";"Parenteral > General injections > unspecified: 15 mg in vial (as sulfate)
Parenteral > General injections > unspecified: 15000 IU in vial (as sulfate)";"Other specified malignant neoplasms of the ovary";"L01DC01";;"Added"
"bleomycin";"Cytotoxic medicines";"Parenteral > General injections > unspecified: 15 mg in vial (as sulfate)
Parenteral > General injections > unspecified: 15000 IU in vial (as sulfate)";"Germ cell tumour of testis";"L01DC01";;"Added"
"bortezomib";"Targeted therapies";"Parenteral > General injections > unspecified: 3.5 mg in vial powder for injection";"Plasma cell myeloma";"L01XG01";;"Added"
"bromocriptine";"Antiseizure medicines";"Oral > Solid: 2.5 mg; 5 mg";"Parkinson disease";"N04BC01";;"Removed"
"budesonide";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"Respiratory > Inhalation > aerosol: 100 µg per  dose; 200 µg per  dose";"Asthma";"R03BA02";;"Added"
"budesonide";"Ear, nose and throat medicines [c]";"Local > Nasal > Spray: 100 µg per  dose";"Allergic rhinitis";"R01AD05";;"Added"
"budesonide + formoterol";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"Respiratory > Inhalation > dry powder: 100 µg + 6 µg per dose; 200 µg + 6 µg per dose";"Asthma";"R03AK07";;"Added"
"budesonide + salmeterol";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";;"Asthma";;;"Added"
"bumetanide";"Medicines used in heart failure";;"Heart failure";;;"Added"
"bumetanide";"Diuretics";;"Anuria or oliguria";;;"Added"
"bumetanide";"Diuretics";;"Oedema";;;"Added"
"bupivacaine";"Local anaesthetics";"Parenteral > Locoregional injections > Spinal anaesthesia: 0.5% in 4 mL ampoule (hydrochloride) + 7.5% glucose solution
Parenteral > General injections > unspecified: 0.25% in vial (hydrochloride); 0.5% in vial (hydrochloride)";"Local anaesthetics";"N01BB01";;"Added"
"buprenorphine";"Medicines for opioid use disorders";;"Opioid dependence";;;"Added"
"bupropion";"Medicines for nicotine use disorders";"Oral > Solid: 150 mg sustained-release (hydrochloride)";"Nicotine dependence";"N06AX12";;"Added"
"c1 esterase inhibitor";"Plasma-derived medicines";"Parenteral > General injections > IV: 500 IU in vial powder for injection";"Hereditary angioedema";;;"Removed"
