"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q52353","Бензиловий спирт","бензиловый спирт","alcool benzylique","benzyl alcohol","[]","[]","[]","['Ulesfia', 'alpha-Hydroxytoluene', 'Phenylcarbinol', 'Aromatic alcohol', 'Hydroxymethylbenzene', 'Bentalol', 'Phenylmethyl alcohol', '(Hydroxymethyl)benzene', 'Benzenecarbinol', 'Benzylalkohol', 'Benzylic alcohol', 'Benzoyl alcohol', 'Alcoolbenzylique', 'Benzalalcohol', 'alpha-Toluenol', 'Alcoholum benzylicum', 'Benzenemethanol', 'Phenylmethanol', 'Alcool benzylique', 'Benzalcohol', 'Benzyl alcohol', 'Benzyl-alcohol', 'Aromatic primary alcohol', 'Sunmorl BK 20', 'Hydroxytoluene', 'Benzal alcohol', 'MBN', 'Caswell No. 081F', 'Phenylcarbinolum', 'a-Toluenol', 'TB 13G', 'Enzylalcohol', 'Phenolcarbinol', 'Benzyl alkohol', '.alpha.-toluenol', '.alpha.-hydroxytoluene', 'Euxyl K 100', 'Benzenmethanol', 'Methanol benzene', 'a-Hydroxytoluene', 'Itch-x', 'Benzylicum', 'BenzylAlcohol']","CHEMBL720","17987","P03AX06","https://uk.wikipedia.org/wiki/%D0%91%D0%B5%D0%BD%D0%B7%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D0%B9_%D1%81%D0%BF%D0%B8%D1%80%D1%82","https://fr.wikipedia.org/wiki/Alcool_benzylique","https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BD%D0%B7%D0%B8%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9_%D1%81%D0%BF%D0%B8%D1%80%D1%82","https://en.wikipedia.org/wiki/Benzyl_alcohol",""
"Q4197874","Ідебенон","Идебенон","idébénone","idebenone","[]","[]","[]","['2-(10-hydroxydecyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione', ""2,3-dimethoxy-5-methyl-6-(10'-hydroxydecyl)-1,4-benzoquinone"", '6-(10-hydroxydecyl)-2,3-dimethoxy-5-methyl-1,4-benzoquinone', 'CV 2619', '2-(10-hydroxydecyl)-5,6-dimethoxy-3-methyl-p-benzoquinone', 'BRN 2001459', '6-(10-hydroxydecyl)-2,3-dimethoxy-5-methyl-p-benzoquinone']","CHEMBL252556","31687","N06BX13","https://uk.wikipedia.org/wiki/%D0%86%D0%B4%D0%B5%D0%B1%D0%B5%D0%BD%D0%BE%D0%BD","https://fr.wikipedia.org/wiki/Id%C3%A9b%C3%A9none","https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B5%D0%B1%D0%B5%D0%BD%D0%BE%D0%BD","https://en.wikipedia.org/wiki/Idebenone",""
"Q177094","Іматиніб","Иматиниб","imatinib","imatinib","[]","[]","[]","['STI571', 'CGP 57148', 'STI 571', 'QTI571', ""alpha-(4-methyl-1-piperazinyl)-3'-{[4-(3-pyridyl)-2-pyrimidinyl]amino}-P-toluidide"", '4-(4-methyl-piperazin-1-ylmethyl)-N-[4-methyl-3-(4-pyridin-3-yl-pyrimidin-2-ylamino)-phenyl]-benzamide']","CHEMBL941","45783","L01XE01","https://uk.wikipedia.org/wiki/%D0%86%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D1%96%D0%B1","https://fr.wikipedia.org/wiki/Imatinib","https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B8%D0%B1","https://en.wikipedia.org/wiki/Imatinib",""
"Q412616","трастузумаб","Трастузумаб","trastuzumab","trastuzumab","[]","[]","['Herceptine', '180288-69-1', 'Herceptin', 'C6470H10012N1726O2013S42']","['R-597', '4D5v8', 'Anti HER2', 'Ig gamma-1 chain C region']","CHEMBL1201585","","L01XC03","https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D1%81%D1%82%D1%83%D0%B7%D1%83%D0%BC%D0%B0%D0%B1","https://fr.wikipedia.org/wiki/Trastuzumab","https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D1%81%D1%82%D1%83%D0%B7%D1%83%D0%BC%D0%B0%D0%B1","https://en.wikipedia.org/wiki/Trastuzumab",""
"Q6521528","","","","Lemsip","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Lemsip",""
"Q421951","канаміцин","Канамицин","kanamycine","kanamycin (extract)","[]","['Канамицин']","[]","['Kanamycin']","","6104","J01GB04","https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B0%D0%BC%D1%96%D1%86%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Kanamycine","","https://en.wikipedia.org/wiki/Kanamycin",""
"Q422482","гентаміцин","Гентамицин","gentamicine","gentamicin","[]","['Гентамицины']","['1403-66-3', 'Sulfate de gentamicine', '1405-41-0', 'Gentamycine', 'C21H43N5O7']","['gentamicin sulfate', 'gentamycin', 'gentamicins']","CHEMBL329592","","S01AA11","https://uk.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D1%82%D0%B0%D0%BC%D1%96%D1%86%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Gentamicine","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D1%82%D0%B0%D0%BC%D0%B8%D1%86%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Gentamicin",""
"Q416073","рифаксимін","рифаксимин","rifaximin","rifaximin","[]","[]","[]","['Xifaxan', 'Rifacol', 'Rifaximinun', 'Rifamycin L 105', 'Rifamycin L 105SV', 'Xifaxsan', 'Rifaxidin', 'Rifaximin', 'Rifaximina', 'Rifaximine', 'Rifaximinum']","CHEMBL1617","75246","D06AX11","https://uk.wikipedia.org/wiki/%D0%A0%D0%B8%D1%84%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D1%96%D0%BD","","","https://en.wikipedia.org/wiki/Rifaximin","rifAXIMin"
"Q425109","","Тетризолин","tétryzoline","tetrahydrozoline","[]","[]","[]","['(RS)-2-(1,2,3,4-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazole', 'Tetrahydrozoline', 'Tetrizolina', 'Tetryzolin', 'Tétryzoline', 'Tetryzolinum', 'Tetryzoline', '4,5-dihydro-2-(1,2,3,4-tetrahydro-1-naphthalenyl)-1H-imidazole', '2-(1,2,3,4-Tetrahydro-1-naphthyl)-2-imidazoline']","CHEMBL1266","28674","S01GA02","","","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%82%D1%80%D0%B8%D0%B7%D0%BE%D0%BB%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Tetryzoline",""
"Q422689","лактулоза","Лактулоза","lactulose","β-lactulose","[]","['Лактусан']","['4618-18-2', 'D-Lactulose', 'Isolactose']","['Chronulac', 'Cholac', 'Duphalac', 'Constilac', 'Cephulac Syrup', '4-O-beta-D-Galactopyranosyl-D-fructofuranose', '4-O-beta-D-Galactopyranosyl-D-fructose', 'D-Lactulose', '(2S,3R,4S,5R,6R)-2-[(2R,3S,4S,5S)-4,5-dihydroxy-2,5-dimethylol-tetrahydrofuran-3-yl]oxy-6-methylol-tetrahydropyran-3,4,5-triol', '(2S,3R,4S,5R,6R)-2-[[(2R,3S,4S,5S)-4,5-dihydroxy-2,5-bis(hydroxymethyl)-3-tetrahydrofuranyl]oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol', '(2S,3R,4S,5R,6R)-2-[(2R,3S,4S,5S)-4,5-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-3-yl]oxy-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol', '(2S,3R,4S,5R,6R)-2-[(2R,3S,4S,5S)-4,5-dihydroxy-2,5-bis(hydroxymethyl)oxolan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol', '(2S,3R,4S,5R,6R)-2-[(2R,3S,4S,5R)-4,5-dihydroxy-2,5-bis(hydroxymethyl)oxolan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol', 'lactulosa', '4-O-beta-delta-Galactopyranosyl-delta-Fructofuranose', '4-O-b-D-Galactopyranosyl-D-fructose', '4-O-b-D-Galactopyranosyl-D-Fructofuranose', 'Cephulac', '(2S,3R,4S,5R,6R)-2-{[(2R,3S,4S,5R)-4,5-dihydroxy-2,5-bis(hydroxymethyl)oxolan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol', '4-O-beta-delta-Galactopyranosyl-delta-fructose', 'lactulosum', 'Bifiteral', 'delta-Lactulose', 'Lactulose', 'Lactulosum', 'Lactulosa', 'lactulose']","CHEMBL296306","6359","A06AD11","https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BA%D1%82%D1%83%D0%BB%D0%BE%D0%B7%D0%B0","https://fr.wikipedia.org/wiki/Lactulose","https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BA%D1%82%D1%83%D0%BB%D0%BE%D0%B7%D0%B0","https://en.wikipedia.org/wiki/Lactulose",""
"Q4445899","","Сульфозин","","sulfozinum","[]","[]","[]","['sulfozin']","","","","","","https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D1%8C%D1%84%D0%BE%D0%B7%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Sulfozinum",""
"Q422585","лопінавір","Лопинавир","lopinavir","lopinavir","[]","[]","[]","['a-157378-0', 'SID124893167', 'LPV', 'SID144205757', 'a-157378.0', 'Kaletra', 'SID50111692', 'ABT-378', 'A-157378-0', 'A-157378.0']","CHEMBL729","31781","","https://uk.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BF%D1%96%D0%BD%D0%B0%D0%B2%D1%96%D1%80","https://fr.wikipedia.org/wiki/Lopinavir","https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BF%D0%B8%D0%BD%D0%B0%D0%B2%D0%B8%D1%80","https://en.wikipedia.org/wiki/Lopinavir",""
"Q17074740","","","","erythromycin/sulfafurazole","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Erythromycin/sulfafurazole",""
"Q413728","цефуроксим","Цефуроксим","céfuroxime","cefuroxime","[]","['Зиннат', 'Цефрус', 'Цефтин', 'Зинацеф', 'Аксетин']","['C16H16N4O8S', 'Cefuroxime']","['Anaptivan', '640/359', 'Kefuros', 'Ceftin', 'Ximos', 'Zinacef', 'Zinacef danmark', 'Cefuroxim', 'Cephuroxime', 'Sharox', '(6R,7R)-3-[(Carbamoyloxy)methyl]-7-{[(2Z)-2-furan-2-yl-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid', 'Cefuroxime', 'Cefuroximo', 'Cefuroximum']","CHEMBL1436","3515","S01AA27","https://uk.wikipedia.org/wiki/%D0%A6%D0%B5%D1%84%D1%83%D1%80%D0%BE%D0%BA%D1%81%D0%B8%D0%BC","https://fr.wikipedia.org/wiki/C%C3%A9furoxime","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D1%84%D1%83%D1%80%D0%BE%D0%BA%D1%81%D0%B8%D0%BC","https://en.wikipedia.org/wiki/Cefuroxime",""
"Q372539","","","4-aminopyridine","dalfampridine","[]","[]","['dalfampridine', '4-pyridinamine', 'para-aminopyridine', '4-AP', '4-pyridylamine', 'fampridine', 'pyridin-4-amine']","['4-aminopyridine', '4-AP', 'Ampyra®', 'EL-970', 'Avitrol', 'gamma-Aminopyridine', 'p-Aminopyridine', '4-Pyridylamine', '4-Pyridinamine', 'N07XX07', 'Dalfampridine', 'P-Aminopyridine', 'Fampridine-SR', 'Fampridinum', '4-Aminopyridine', 'Fampridine', 'Fampridina']","CHEMBL284348","34385","N07XX07","","https://fr.wikipedia.org/wiki/4-Aminopyridine","","https://en.wikipedia.org/wiki/4-Aminopyridine",""
"Q420685","Разагілін","Разагилин","rasagiline","rasagiline","[]","[]","['136236-51-6', 'C12H13N']","['Azilect®', 'TVP-1012', '(R)-indan-1-yl-prop-2-ynyl-amine', '(1R)-N-propargylindan-1-amine', '(R)-N-2-Propynyl-1-indanamine', 'RAS', '(1R)-N-Propargylindan-1-amine', '(R)-Indan-1-yl-prop-2-ynyl-amine', 'Rasagiline']","CHEMBL887","63620","N04BD02","https://uk.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B0%D0%B3%D1%96%D0%BB%D1%96%D0%BD","https://fr.wikipedia.org/wiki/Rasagiline","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B0%D0%B3%D0%B8%D0%BB%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Rasagiline",""
"Q110442458","нірматрелвір/ритонавір","","Paxlovid","nirmatrelvir/ritonavir","['паксловід']","[]","[]","['Paxlovid']","","","","https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D1%80%D0%BC%D0%B0%D1%82%D1%80%D0%B5%D0%BB%D0%B2%D1%96%D1%80/%D1%80%D0%B8%D1%82%D0%BE%D0%BD%D0%B0%D0%B2%D1%96%D1%80","https://fr.wikipedia.org/wiki/Paxlovid","","https://en.wikipedia.org/wiki/Nirmatrelvir/ritonavir",""
"Q408646","","Триклозан","triclosan","triclosan","[]","[]","['C12H7Cl3O2', '3380-34-5']","['Stri-Dex Cleansing Bar', 'CH-3565', 'DNDI1246774', 'Stri-Dex Face Wash', ""2,4,4'-Trichloro-2'-hydroxydiphenyl ether"", '5-Chloro-2-(2,4-dichloro-phenoxy)-phenol', 'Triclosanum', 'Triclosan']","CHEMBL849","164200","D08AE04","","https://fr.wikipedia.org/wiki/Triclosan","https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%BA%D0%BB%D0%BE%D0%B7%D0%B0%D0%BD","https://en.wikipedia.org/wiki/Triclosan",""
"Q48566811","","","","chlorthalidone / clonidine","[]","[]","[]","[]","","","","","","","",""
"Q417208","акрихін","Мепакрин","quinacrine","quinacrine","[]","[]","['83-89-6', 'C23H30ClN3O']","['GNF-Pf-5448', 'Mepacrine', '6-chloro-9-((4-(Diethylamino)-1-methylbutyl)amino)-2-methoxyacridine', '3-chloro-7-Methoxy-9-(1-methyl-4-diethylaminobutylamino)acridine', 'N(4)-(6-chloro-2-Methoxy-9-acridinyl)-N(1),N(1)-diethyl-1,4-pentanediamine', '2-Methoxy-6-chloro-9-diethylaminopentylaminoacridine', 'Quinacrine', '3-chloro-7-methoxy-9-(1-methyl-4-diethylaminobutylamino)acridine', '2-methoxy-6-chloro-9-diethylaminopentylaminoacridine', '6-chloro-9-((4-(diethylamino)-1-methylbutyl)amino)-2-methoxyacridine', 'N4-(6-chloro-2-methoxy-9-acridinyl)-N1,N1-diethyl-1,4-pentanediamine']","CHEMBL7568","8711","P01AX05","https://uk.wikipedia.org/wiki/%D0%90%D0%BA%D1%80%D0%B8%D1%85%D1%96%D0%BD","https://fr.wikipedia.org/wiki/Quinacrine","https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BF%D0%B0%D0%BA%D1%80%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Mepacrine",""
"Q418586","Ентекавір","","entécavir","entecavir","[]","[]","[]","['BMS-200475-01', 'SQ-34676', 'Entecavir anhydrous', 'Entecavirum', 'Anhydrous entecavir', 'Entecavir (anhydrous)', 'Entecavir']","CHEMBL713","473990","J05AF10","https://uk.wikipedia.org/wiki/%D0%95%D0%BD%D1%82%D0%B5%D0%BA%D0%B0%D0%B2%D1%96%D1%80","","","https://en.wikipedia.org/wiki/Entecavir",""
"Q198504","АЗТ","зидовудин","zidovudine","zidovudine","[]","['азидотимидин']","[]","[""3'-azido-3'-deoxythymidine"", 'AZT', 'Retrovir®', 'Azidothymidine', 'ZDV', 'Zidovudinum', 'Zidovudine', 'Zidovudin']","CHEMBL129","10110","J05AF01","https://uk.wikipedia.org/wiki/%D0%90%D0%97%D0%A2","https://fr.wikipedia.org/wiki/Zidovudine","https://ru.wikipedia.org/wiki/%D0%97%D0%B8%D0%B4%D0%BE%D0%B2%D1%83%D0%B4%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Zidovudine",""
"Q193045","тетрациклін","Тетрациклин","tétracycline","tetracycline","['тетрацикліни', 'tetracyclinum']","[]","['992-21-2', '64-75-5', '1336-20-5', '60-54-8', 'C22H25ClN2O8', 'Tetracycline', 'C29H38N4O10']","['Achromycin', 'Tetracyn', 'Cyclopar', 'PanmycI dont careiquamycin', '(4S,4AS,5as,12as)-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide', 'Tetracyclin', 'Tetracyclinum', 'Deschlorobiomycin', 'Abramycin', 'TETRACYCLINE', 'Vetquamycin', 'Tétracycline', 'Tetracycline', '(4S,4aS,5aS,12aS)-4-(Dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide', '(4S,4aS,5aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide', 'tetracyclines']","CHEMBL1440","27902","S02AA08","https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%BA%D0%BB%D1%96%D0%BD","https://fr.wikipedia.org/wiki/T%C3%A9tracycline","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%BA%D0%BB%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Tetracycline",""
"Q3484769","","французские лекарственные растения","simples médecines","French medicinal plants","[]","[]","[]","['French herbs']","","","","","https://fr.wikipedia.org/wiki/Simples_m%C3%A9decines","","",""
"Q2365033","Метациклін","","métacycline","methacycline","[]","[]","['Méthacycline', 'C22H22N2O8']","['GS-2876', 'Metacycline', 'Methacyclin', '6-Demethyl-6-deoxy-5-hydroxy-6-methylenetetracycline', '6-Deoxy-6-demethyl-6-methylene-5-oxytetracycline', '6-Methylene-5-hydroxytetracycline', '6-Methylene-5-oxytetracycline', '6-Methyleneoxytetracycline', 'Methacyclinum', 'Methylenecycline', 'Tri-methacycline', 'Rondomycin', 'Methacycline']","CHEMBL249837","6805","J01AA05","https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D0%B0%D1%86%D0%B8%D0%BA%D0%BB%D1%96%D0%BD","https://fr.wikipedia.org/wiki/M%C3%A9tacycline","","https://en.wikipedia.org/wiki/Metacycline",""
"Q7247120","","","","procaterol","[]","[]","[]","['SID26752069', 'SID11113915']","CHEMBL1478530","135209","R03AC16","","","","https://en.wikipedia.org/wiki/Procaterol",""
"Q419935","","Октреотид","octréotide","octreotide","[]","[]","[]","['SMS995', 'octrotide']","","7726","H01CB02","","https://fr.wikipedia.org/wiki/Octr%C3%A9otide","https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D1%80%D0%B5%D0%BE%D1%82%D0%B8%D0%B4","https://en.wikipedia.org/wiki/Octreotide","SandoSTATIN"
"Q64549392","","","","estradiol benzoate/estradiol valerate/norethisterone acetate/testosterone enanthate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Estradiol_benzoate/estradiol_valerate/norethisterone_acetate/testosterone_enanthate",""
"Q106713968","","","","cilmostim","[]","[]","[]","[]","","","","","","","",""
"Q863389","","","Symbicort","budesonide/formoterol","[]","[]","[]","['budesonide / formoterol']","","","R03AK07","","https://fr.wikipedia.org/wiki/Symbicort","","https://en.wikipedia.org/wiki/Budesonide/formoterol",""
"Q7842199","","Trimethobenzamide","","trimethobenzamide","[]","[]","[]","['Tigan®', 'trimethobenzamide hydrochloride', 'N-[[4-(2-dimethylaminoethoxy)phenyl]methyl]-3,4,5-trimethoxybenzamide', 'Trimetobenzamida', 'N-[[4-(2-Dimethylaminoethoxy)phenyl]methyl]-3,4,5-trimethoxybenzamide', 'Trimethobenzamidum', 'Trimethobenzamide']","CHEMBL1201256","27796","R06AA10","","","","https://en.wikipedia.org/wiki/Trimethobenzamide",""
"Q420288","Вінпоцетін","Винпоцетин","vinpocétine","vinpocetine","[]","['Кавинтон']","[]","['CERACTIN', 'Vinpocetine', 'ETHYL APOVINCAMIN-22-OATE']","CHEMBL71752","32297","N06BX18","https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BD%D0%BF%D0%BE%D1%86%D0%B5%D1%82%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Vinpoc%C3%A9tine","https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BD%D0%BF%D0%BE%D1%86%D0%B5%D1%82%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Vinpocetine",""
"Q97628024","","","","Indacaterol/glycopyrronium bromide/mometasone","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Indacaterol/glycopyrronium_bromide/mometasone",""
"Q96312550","","","Matricaire (fleur de)","matricaria flower","[]","[]","[]","['Matricariae flos']","","","","","","","",""
"Q637059","","","","pralatrexate","[]","[]","[]","['Folotyn®', 'PDX', '(2S)-2-({4-[1-(2,4-diaminopteridin-6-yl)pent-4-yn-2-yl]benzoyl}amino)pentanedioic acid', 'N-(4-(1-((2,4-Diamino-6-pteridinyl)methyl)-3-butynyl)benzoyl)-L-glutamic acid', '(2S)-2-((4-((1RS)-1-((2,4-Diaminopteridin-6-yl)methyl)but-3-ynyl)benzoyl)amino)pentanedioic acid', 'HSDB 7786', '10-Propargyl-10-deazaaminopterin', 'Pralatrexate', '(2S)-2-((4-((1RS)-1-((2,4-diaminopteridin-6-yl)methyl)but-3-ynyl)benzoyl)amino)pentanedioic acid', 'Pralatrexatum', 'Pralatrexato']","CHEMBL1201746","71223","L01BA05","","","","https://en.wikipedia.org/wiki/Pralatrexate","PRALAtrexate"
"Q107401580","","","","SAM-LNP-S-TCE","[]","[]","[]","[]","","","","","","","",""
"Q28859739","","","","coagulation factor ix human","[]","[]","[]","['antihemophilic factor b', 'human coagulation factor ix', 'replenine']","","","","","","","",""
"Q420077","Лакосамід","","lacosamide","lacosamide","[]","[]","[]","['ADD 234037', 'erlosamide', 'harkeroside', 'SPM 927', 'Vimpat®', 'Erlosamide', 'Harkoseride', 'Lacosamide']","CHEMBL58323","135939","N03AX18","https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BA%D0%BE%D1%81%D0%B0%D0%BC%D1%96%D0%B4","https://fr.wikipedia.org/wiki/Lacosamide","","https://en.wikipedia.org/wiki/Lacosamide",""
"Q7559307","","","","somatrem","[]","[]","[]","['Protropin', 'Somatrem (genetical recombination)']","CHEMBL1201620","","H01AC02","","","","https://en.wikipedia.org/wiki/Somatrem",""
"Q3877039","Німотузумаб","","nimotuzumab","nimotuzumab","['h-R3, BIOMAb EGFR, TheraCIM, тералок']","[]","[]","[]","","","","https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%BC%D0%BE%D1%82%D1%83%D0%B7%D1%83%D0%BC%D0%B0%D0%B1","","","https://en.wikipedia.org/wiki/Nimotuzumab",""
"Q20994","Німесулід","Нимесулид","nimésulide","nimesulide","['Німід, Найз, Месулід, Німесил']","['Пролид', 'Нимесил', 'Нимика', 'Кокстрал', 'Найз', 'Флолид', 'Нимегесик', 'Нимулид', 'Месулид', 'Аулин', 'Актасулид', 'Апонил']","['Nimesulide', 'C13H12N2O5S']","['R-805', 'Nimesulide']","CHEMBL56367","44445","M01AX17","https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%BC%D0%B5%D1%81%D1%83%D0%BB%D1%96%D0%B4","https://fr.wikipedia.org/wiki/Nim%C3%A9sulide","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BC%D0%B5%D1%81%D1%83%D0%BB%D0%B8%D0%B4","https://en.wikipedia.org/wiki/Nimesulide",""
"Q96211598","","","Passiflore (parties aériennes de)","passion flower (herb)","[]","[]","[]","['Passiflorae herba']","","","","","","","",""
"Q1050019","карбеніцилін","","","carbenicillin","[]","[]","[]","['alpha-Phenyl(carboxymethylpenicillin)', 'CBPC', 'N-(2-Carboxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)hept-6-yl)-2-phenylmalonamic acid', 'Carboxybenzylpenicillin', '(2S,5R,6R)-6-{[carboxy(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', 'Geo-Pen', 'Geocillin', 'Pyopen', 'Carbenicilina', 'Carbenicillin', 'Carbenicilline', 'Carbenicillinum', 'alpha-Carboxybenzylpenicillin']","CHEMBL1214","3393","J01CA03","https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B1%D0%B5%D0%BD%D1%96%D1%86%D0%B8%D0%BB%D1%96%D0%BD","","","https://en.wikipedia.org/wiki/Carbenicillin",""
"Q553220","ертапенем","","ertapénem","ertapenem","[]","[]","['Ertapenem', 'Ertapénème', '153832-46-3', 'C22H25N3O7S']","['ERTAPENEM', '(4R,5S,6S)-3-((3S,5S)-5-((3-Carboxyphenyl)carbamoyl)pyrrolidin-3-ylthio)-6-((R)-1-hydroxyethyl)-4-methyl-7-oxo-1-aza-bicyclo[3.2.0]hept-2-ene-2-carboxylic acid', ""(1R,5S,6S,8R,2'S,4's)-2-(2-(3-carboxyphenylcarbamoyl)pyrrolidin-4-ylthio)-6-(1-hydroxyethyl)-1-methylcarbapenem-3-carboxylic acid"", 'Ertapenem']","CHEMBL1359","404903","J01DH03","https://uk.wikipedia.org/wiki/%D0%95%D1%80%D1%82%D0%B0%D0%BF%D0%B5%D0%BD%D0%B5%D0%BC","https://fr.wikipedia.org/wiki/Ertap%C3%A9nem","","https://en.wikipedia.org/wiki/Ertapenem","INVanz"
"Q7611141","","","","stepronin","[]","[]","[]","['Tiofacic', 'Stepronin', 'Stepronine', 'Stepronino', 'Steproninum']","CHEMBL2107531","135129","R05CB11","","","","https://en.wikipedia.org/wiki/Stepronin",""
"Q412895","","","Cycloheximide","cycloheximide","[]","[]","['66-81-9', 'C15H23NO4']","['FT 3422-2', 'naramycin A', 'NM-MCD 80', 'NSC 185', '3-((R)-2-((1S,3S,5S)-3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)glutarimide', 'naramycin']","CHEMBL123292","27641","","","https://fr.wikipedia.org/wiki/Cycloheximide","","https://en.wikipedia.org/wiki/Cycloheximide",""
