"atc_classification","activeingredient","activeingredient_cy","brandname_uk_cy","brandname_uk_lat","manufacturer","dosage_cy","dosage","info_uk","brandname_uk_lat_translit","brandname_uk_lat_merge"
"N05AD01","['Haloperidol']","['Галоперидол']","ГАЛОПРИЛ","HALOPRIL","ТОВ ""Харківське фармацевтичне підприємство ""Здоров\я народу"", Україна","['розчин для інєкцій, 5 мг/мл, по 1 мл в ампулі по 1 мл в ампулі', 'табл. по 1,5 мг""']","['solution for injection, 5 mg / ml, 1 ml in an ampoule 1 ml in an ampoule', 'tablet. 1.5 mg']","https://compendium.com.ua/info/9348/167653/","GALOPRIL","HALOPRIL"
"N05AD01","['Haloperidol']","['Галоперидол']","ГАЛОПРИЛ ФОРТЕ","HALOPRIL FORTE","ТОВ ""Харківське фармацевтичне підприємство ""Здоров\я народу"", Україна","['табл. по 5 мг']","['tablet. 5 mg,']","https://compendium.com.ua/info/200293/167655/","GALOPRIL FORTE","HALOPRIL FORTE"
"N05AE04","['Ziprasidone']","['Зипразидон']","ЗЕЛДОКС®","ZELDOX®","Р‐Фарм Джермані ГмбХ, Німеччина; Пфайзер Фармасьютікалз ЛЛС, США","['капсули по 20 мг, 40 мг 80 мг']","['capsules of 20 mg, 40 mg 80 mg']","https://compendium.com.ua/info/168951/zeldoks‐sup‐sup‐/","ZELDOKS®","ZELDOX®"
"N05AE03","['Sertindole']","['Сертиндол']","СЕРДОЛЕКТ","SERDOLECT®","Х. Лундбек А/С, Данія","['табл. по 4 мг 12 мг']","['tablet. 4 mg 12 mg']","https://compendium.com.ua/info/170383/serdolekt/","SERDOLEKT","SERDOLECT®"
"N05AF01","['Flupenthixol']","['Флюпентиксол']","ФЛЮАНКСОЛ","FLUANXOL®","Х. Лундбек А/С, Данія","['табл. по 0,5 мг 1 мг']","['tablet. 0.5 mg each 1 mg ,']","https://compendium.com.ua/info/133581/fljuanksol/","FLJuANKSOL","FLUANXOL®"
"N05AF01","['Flupenthixol']","['Флюпентиксол']","ФЛЮАНКСОЛ ДЕПО","FLUANXOL® DEPOT)","Х. Лундбек А/С, Данія","['""розчин для інєкцій, 20 мг/мл, по 1 мл в ампулі""']","['solution for injection, 20 mg / ml, 1 ml in an ampoule']","https://compendium.com.ua/info/133581/29031/","FLJuANKSOL DEPO","FLUANXOL® DEPOT)"
"N05AF03","['Chlorprothixene']","['Хлорпротиксен']","ТРУКСАЛ","TRUXAL®","Х. Лундбек А/С, Данія","['табл. по 25 мг 50 мг']","['tablet. 2 5 mg 50 mg']","https://compendium.com.ua/info/131871/truksal/","TRUKSAL","TRUXAL®"
"N05AF05","['Zuclopenthixol']","['Зуклопентиксол']","КЛОПІКСОЛ","CLOPIXOL®","Х. Лундбек А/С, Данія","['табл. по 2 мг 10 мг']","['tablet. 2 mg  10 mg']","https://compendium.com.ua/info/133565/klopiksol/","KLOPІKSOL","CLOPIXOL®"
"N05AF05","['Zuclopenthixol']","['Зуклопентиксол']","КЛОПІКСОЛ ДЕПО","CLOPIXOL® DEPOT","Х. Лундбек А/С, Данія","['""розчин для інєкцій, 200 мг/мл по 1 мл в ампулі""']","['solution for injection, 200 mg / ml 1 ml in an ampoule']","https://compendium.com.ua/info/133565/29018/","KLOPІKSOL DEPO","CLOPIXOL® DEPOT"
"N05AF05","['Zuclopenthixol']","['Зуклопентиксол']","КЛОПІКСОЛ‐АКУФАЗ","CLOPIXOL‐ ACUPHASE®)","Х. Лундбек А/С, Данія","['""розчин для інєкцій, 50 мг/мл по 1 мл в ампулі""']","['solution for injection, 50 mg / ml 1 ml in an ampoule']","https://compendium.com.ua/info/133565/29020/","KLOPІKSOL‐AKUFAZ","CLOPIXOL‐ ACUPHASE®)"
"N05AH01","['Loxapine']","['Локсапін']","АДАСУВ","ADASUVE","Алексза Фармасьютікалс, Інк.","['порошок для інгаляцій дозований, 9,1 мг/дозу у пакеті № 1 та інгалятором']","['powder for inhalation dosed, 9.1 mg / dose in a package № 1 and inhaler']","https://mozdocs.kiev.ua/likiview.php?id=42100","ADASUV","ADASUVE"
"N05AH02","['Clozapine']","['Клозапін']","АЗАЛЕПТОЛ","AZALEPTOL","ПрАТ ""Технолог"", Україна","['табл. по 25 мг, по 100 мг']","['tablet. 25 mg, 100 mg']","https://compendium.com.ua/info/166110/azaleptol/","AZALEPTOL","AZALEPTOL"
"N05AH02","['Clozapine']","['Клозапін']","АЗАПІН","AZAPIN","АТ ""Київський вітамінний завод"", Україна","['табл. по 25 мг, по 100 мг']","['tablet. 25 mg, 100 mg']","https://compendium.com.ua/info/166110/azaleptol/","AZAPІN","AZAPIN"
"N05AH03","['Olanzapine']","['Оланзапін']","ЗАЛАСТА®","ZALASTA®","КРКА, д.д., Ново место, Словенія","['табл. по 2,5 мг 5 мг 7,5 мг 10 мг, 15 мг 20 мг']","['tablet. 2.5 mg each 5 mg 7.5 mg 10 mg , 15 mg 20 mg.']","https://compendium.com.ua/info/200336/","ZALASTA®","ZALASTA®"
"N05AH03","['Olanzapine']","['Оланзапін']","ЗОЛАФРЕН","ZOLAFREN","АТ ""Адамед Фарма","['табл. по 5 мг 10 мг']","['tablet. 5 mg 10 mg']","https://compendium.com.ua/info/168952/zolafren/","ZOLAFREN","ZOLAFREN"
"N05AH03","['Olanzapine']","['Оланзапін']","ЕГОЛАНЗА","EGOLANZA®","ЗАТ Фармацевтичний завод ЕГІС, Угорщина","['табл. по 5 мг 7,5 мг 10 мг 15 мг 20 мг']","['tablet. 5 mg  7.5 mg 10 mg , 15 mg 20 mg.']","https://compendium.com.ua/info/168952/zolafren/","EGOLANZA","EGOLANZA®"
"N05AH03","['Olanzapine']","['Оланзапін']","ОЛАСІН®","OLAСIN","Дженефарм С.А., Греція","['табл. по 5 мг 10 мг']","['tablet. 5 mg 10 mg']","https://compendium.com.ua/info/168952/zolafren/","OLASІN®","OLAСIN"
"N05AH03","['Olanzapine']","['Оланзапін']","ОЛФРЕКС","OLFREX","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш., Туреччина","['табл. по 5 мг 10 мг']","['tablet. 5 mg 10 mg']","https://compendium.com.ua/info/168952/zolafren/","OLFREKS","OLFREX"
"N05AH04","['Quetiapine']","['Кветіапін']","КВЕНТІАКС®","KVENTIAX®","КРКА, д.д., Ново место, Словенія","['табл. по 25 мг, 100 мг, 200 мг, 300 мг']","['tablet. 25 mg, 100 mg, 200 mg, 300 mg']","https://compendium.com.ua/info/328298/kventiaks/","KVENTІAKS®","KVENTIAX®"
"N05AH04","['Quetiapine']","['Кветіапін']","КВЕТИКСОЛ","QUETIXOL","Актавіс Лтд., Мальта","['табл. по 25 мг, 100 мг, 200 мг']","['tablet. 25 mg, 100 mg, 200 mg']","https://compendium.com.ua/info/328298/kventiaks/","KVETIKSOL","QUETIXOL"
"N05AH04","['Quetiapine']","['Кветіапін']","КВЕТИРОН 25 КВЕТИРОН 100 КВЕТИРОН 200","QUETIRON 25 QUETIRON 100 QUETIRON 200","ТОВ ""Фарма Старт"", Україна","['табл. по 100 мг']","['tablet. 100 mg']","https://compendium.com.ua/info/328298/kventiaks/","KVETIRON 25 KVETIRON 100 KVETIRON 200","QUETIRON 25 QUETIRON 100 QUETIRON 200"
"N05AH04","['Quetiapine']","['Кветіапін']","КВЕТИРОН® XR АСІНО","QUETIRON XR ACINO","ФАРМАТЕН ІНТЕРНЕШНЛ С.А.","['табл. по 50 мг 150 мг300 мг']","['tablet. 50 mg 150 mg 300 mg']","https://compendium.com.ua/info/328298/kventiaks/","KVETIRON® XR ASІNO","QUETIRON XR ACINO"
"N05AH04","['Quetiapine']","['кветіапін']","КВЕТІПІН","QUETIPIN","Фармасайнс Інк., Канада","['табл. по 25 мг, 100 мг, 200 мг, 300 мг']","['tablet. 25 mg, 100 mg, 200 mg, 300 mg']","https://compendium.com.ua/info/328298/kventiaks/","KVETІPІN","QUETIPIN"
"N05AH04","['Quetiapine']","['Кветіапін']","КЕТИЛЕПТ®","KETILEPT®","АТ Фармацевтичний завод ЕГІС, Угорщина","['табл. по 25 мг100 мг 200 мг']","['tablet. 25 mg 100 mg 200 mg']","https://compendium.com.ua/info/328298/kventiaks/","KETILEPT®","KETILEPT®"
"N05AH04","['Quetiapine']","['Кветіапін']","КЕТИЛЕПТ® РЕТАРД","KETILEPT® RETARD","ЗАТ Фармацевтичний завод ЕГІС, Угорщина","['табл. по 50 мг, 150 мг, 200 мг, 300 мг, 400 мг']","['tablet. 50 mg, 150 mg, 200 mg, 300 mg, 400 mg']","https://compendium.com.ua/info/328298/kventiaks/","KETILEPT® RETARD","KETILEPT® RETARD"
"N05AH04","['Quetiapine']","['Кветіапін']","СЕРОКВЕЛЬ XR","SEROQUEL XR","АстраЗенека ЮК Лімітед, Великобританія","['табл. по 50 мг 200 мг 300 мг 400 мг']","['tablet. 50 mg  20 0 mg 300 mg 400 mg']","https://compendium.com.ua/info/328298/kventiaks/","SEROKVEL' XR","SEROQUEL XR"
"N05AH04","['Quetiapine']","['Кветіапін']","КЮ‐ПІН 25 КЮ‐ПІН 100; КЮ‐ПІН 200; КЮ‐ПІН 300;","","Алкем Лабораторіз Лтд, Індія","['табл. по 25 мг, 100 мг, 200 мг 300 мг']","['tablet. 25 mg, 100 mg, 200 mg 300 mg']","https://compendium.com.ua/info/328298/kventiaks/","KJu‐PІN 25 KJu‐PІN 100; KJu‐PІN 200; KJu‐PІN 300;","KJu‐PІN 25 KJu‐PІN 100; KJu‐PІN 200; KJu‐PІN 300;"
"N05AL01","['Sulpiride']","['Сульпірид']","ЕГЛОНІЛ®","EGLONYL®","ДЕЛЬФАРМ ДІЖОН","['табл. по 200 мг', 'розчин для інєкцій, 100 мг/2 мл""']","['tablet. 200 mg,', 'solution for injection, 100 mg / 2 ml']","https://compendium.com.ua/info/423634/eglonil‐kapsuly/","EGLONІL®","EGLONYL®"
"N05AL01","['Sulpiride']","['Сульпірид']","СУЛЬПІРИД‐ЗН","SULPIRID‐ZN","ТОВ "" Харківське фармацевтичне підприємство ""Здоров\я народу"", Україна","['табл. по 50 мг 200 мг']","['tablet. 50 mg  20 0 mg']","https://compendium.com.ua/info/423634/eglonil‐kapsuly/","SUL'PІRID‐ZN","SULPIRID‐ZN"
"N05AL01","['Sulpiride']","['Сульпірид']","БЕТАМАКС","BETAMAKS","АТ ""Гріндекс"", Латвія","['табл. по150 мг 100 мг']","['tablet. 150 mg, 100 mg']","https://compendium.com.ua/info/423634/eglonil‐kapsuly/","BETAMAKS","BETAMAKS"
"N05AL03","['Tiapride']","['Тіаприд']","ТІАПРІЛАН®","TIAPRILAN®","Г.Л. Фарма ГмбХ, Австрія","['табл. по 100 мг']","['tablet. 100 mg']","https://compendium.com.ua/info/423634/eglonil‐kapsuly/","TІAPRІLAN®","TIAPRILAN®"
"N05AL03","['Tiapride']","['Тіаприд']","ТІАПРОСАН®","TIAPROSAN®","ПРО.МЕД.ЦС Прага а.с","['табл. по 100 мг']","['tablet. 100 mg']","https://compendium.com.ua/info/173073/tiaprilan/","TІAPROSAN®","TIAPROSAN®"
"N05AL05","['Amisulpride']","['Амісульприд']","АКТІПРОЛ","AKTIPROL","Медокемі ЛТД, Кіпр","['табл. по 100 мг 200 мг']","['tablet. 100 mg, 200 mg']","https://compendium.com.ua/info/359668/","AKTІPROL","AKTIPROL"
"N05AL05","['Amisulpride']","['Амісульприд']","СОЛЕКС®","SOLEX®","Рівофарм СА, Швейцарія","['табл. по 100 мг 200 мг 400 мг']","['tablet. 100 mg each  200 mg 400 mg']","https://compendium.com.ua/info/359668/","SOLEKS®","SOLEX®"
"N05AL05","['Amisulpride']","['Амісульприд']","СОЛЕРОН 100; СОЛЕРОН 200;","SOLERON 100; SOLERON 200;","ТОВ ""Фарма Старт"", Україна","['табл. по 100 мг або 200 мг']","['tablet. 100 mg or 200 mg']","https://compendium.com.ua/info/359668/","SOLERON 100; SOLERON 200;","SOLERON 100; SOLERON 200;"
"N05AL05","['Amisulpride']","['Амісульприд']","СОЛІАН®","SOLIAN®","Юнітер Ліквід Мануфекчурінг, Франція","['розчин для перорального застосування, 100 мг/мл № 1 (по 60 мл у флаконі)']","['solution for oral administration, 100 mg / ml № 1 (60 ml per vial)']","https://compendium.com.ua/info/359668/","SOLІAN®","SOLIAN®"
"N05AN01","['Lithium']","['Літію γ‐ гідроглутамінат']","ГЛЮТАЛІТ","GLUTALIT","ПАТ ""НВЦ ""Борщагівський хіміко‐ фармацевтичний завод"", Україна","['капсули по 300 мг']","['capsules of 300 mg']","https://compendium.com.ua/info/168167/","GLJuTALІT","GLUTALIT"
"N05AX08","['Risperidone']","['Рисперидон']","НЕЙРИСПІН‐ЗДОРОВ’Я","NEIRISPIN‐ ZDOROVYE","ТОВ ""Фармацевтична компанія ""Здоров\я"", Україна","['табл. по 1 мг 2 мг 4 мг']","['tablet. 1 mg 2 mg 4 mg']","https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/","NEJRISPІN‐ZDOROV’Ja","NEIRISPIN‐ ZDOROVYE"
"N05AX08","['Risperidone']","['Рисперидон']","РИСПАКСОЛ®","RISPAXOL","АТ ""Гріндекс"", Латвія","['табл. по 2 мг 4 мг']","['tablet. 2 mg 4 mg']","https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/","RISPAKSOL®","RISPAXOL"
"N05AX08","['Risperidone']","['Рисперидон']","РИСПЕРОН®","RISPERON","БАЛКАНФАРМА‐ ДУПНИЦЯ АД, Болгарія","['табл. по 2 мг 4 мг']","['tablet. 2 mg 4 mg']","https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/","RISPERON®","RISPERON"
"N05AX08","['Risperidone']","['Рисперидон']","РИСПЕТРИЛ","RISPETRIL","Фармасайнс Інк., Канада","['розчин оральний, 1 мг/мл по 30 мл у флаконі', 'табл. по 1 мг 2 мг 4 мг']","['oral solution, 1 mg / ml 30 ml in a vial,', 'tablet. 1 mg 2 mg 4 mg']","https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/","RISPETRIL","RISPETRIL"
"N05AX08","['Risperidone']","['Рисперидон']","РИСПОЛЕПТ КОНСТА","RISPOLEPT CONSTA","Сілаг АГ, Швейцарія","['порошок та розчинник для суспензії для інєкцій по 25 мг або 37,5 мг""']","['powder and solvent for suspension for injection of 25 mg or 37.5 mg']","https://compendium.com.ua/info/168348/nejrispin‐zdorov_e/","RISPOLEPT KONSTA","RISPOLEPT CONSTA"
