"rxcui","ingredient","ing_rxcui"
"1044226","Rocky Mountain juniper pollen extract","852601"
"1044240","western wheatgrass pollen extract","852659"
"1044242","western wheatgrass pollen extract","852659"
"1044250","canary grass pollen extract","852697"
"1044261","yellow pine pollen extract","852716"
"1044268","menthol","6750"
"1044268","methyl salicylate","29787"
"1044298","mesquite pollen extract","852320"
"1044305","coast live oak pollen extract","852302"
"1044320","white oak pollen extract","852294"
"1044322","Gambels oak pollen extract","852276"
"1044329","California black oak pollen extract","1014721"
"1044331","California black oak pollen extract","1014721"
"1044341","bur oak pollen extract","900991"
"1044349","water oak pollen extract","1013944"
"1044351","water oak pollen extract","1013944"
"1044353","black oak pollen extract","852260"
"1044355","black oak pollen extract","852260"
"1044357","live oak pollen extract","867311"
"1044359","bald cypress pollen extract","995747"
"1044396","cedar elm pollen extract","1014191"
"1044400","cedar elm pollen extract","1014191"
"1044412","zinc oxide","11423"
"1044427","acetaminophen","161"
"1044427","hydrocodone","5489"
"1044442","pectin","32987"
"1044444","pectin","32987"
"1044472","southern bayberry pollen extract","867260"
"1044486","southern bayberry pollen extract","867260"
"1044488","western sycamore pollen extract","852750"
"1044490","western sycamore pollen extract","852750"
"1044492","annual bluegrass pollen extract","898404"
"1044510","white poplar pollen extract","852382"
"1044512","white poplar pollen extract","852382"
"1044521","cultivated rye grass pollen extract","1014774"
"1044524","calcium carbonate","1897"
"1044526","cultivated rye grass pollen extract","1014774"
"1044528","cultivated rye grass pollen extract","1014774"
"1044532","calcium carbonate","1897"
"1044540","sodium fluoride","9873"
"1044547","sodium fluoride","9873"
"1044587","tesamorelin","1044584"
"1044591","tesamorelin","1044584"
"104490","simvastatin","36567"
"104491","simvastatin","36567"
"1044932","dimethicone","324072"
"1044936","dimethicone","324072"
"1044949","dextromethorphan","3289"
"1044949","guaifenesin","5032"
"1044949","phenylephrine","8163"
"1044965","zinc oxide","11423"
"1044965","dimethicone","324072"
"1044967","petrolatum","8091"
"1045003","chloroxylenol","20877"
"1045330","allantoin","508"
"1045335","benzocaine","1399"
"1045402","dasatinib","475342"
"1045404","dasatinib","475342"
"1045406","dasatinib","475342"
"1045408","dasatinib","475342"
"1045420","benzethonium","1390"
"1045420","zinc oxide","11423"
"1045424","benzethonium","1390"
"1045424","petrolatum","8091"
"1045430","benzethonium","1390"
"1045430","zinc oxide","11423"
"1045432","lidocaine","6387"
"1045456","eribulin","1045453"
"1045460","eribulin","1045453"
"1045532","benzocaine","1399"
"1045532","dextromethorphan","3289"
"1045532","menthol","6750"
"1045541","benzocaine","1399"
"1045541","dextromethorphan","3289"
"1045541","menthol","6750"
"1045623","clotrimazole","2623"
"1046238","chondroitin sulfates","2473"
"1046238","glucosamine","4845"
"1046242","chondroitin sulfates","2473"
"1046242","glucosamine","4845"
"1046250","petrolatum","8091"
"1046266","naphazoline","7247"
"1046266","pheniramine","8132"
"1046272","naphazoline","7247"
"1046277","salicylic acid","9525"
"1046281","salicylic acid","9525"
"1046287","polyvinyl alcohol","8570"
"1046287","povidone","8610"
"1046310","benzalkonium","1378"
"1046351","benzocaine","1399"
"1046351","menthol","6750"
"1046353","benzocaine","1399"
"1046353","menthol","6750"
"1046378","acetaminophen","161"
"1046378","phenylephrine","8163"
"1046384","acetaminophen","161"
"1046384","chlorpheniramine","2400"
"1046384","dextromethorphan","3289"
"1046398","denosumab","993449"
"1046402","denosumab","993449"
"1046406","amiodarone","703"
"1046408","amiodarone","703"
"1046410","amiodarone","703"
"1046442","benzalkonium","1378"
"1046602","naphazoline","7247"
"1046610","naphazoline","7247"
"1046611","naphazoline","7247"
"1046631","dextromethorphan","3289"
"1046631","guaifenesin","5032"
"1046644","glycerin","4910"
"1046644","naphazoline","7247"
"1046644","zinc sulfate","39954"
"1046648","naphazoline","7247"
"1046648","polyethylene glycol 300","8513"
"1046654","naphazoline","7247"
"1046654","hypromellose","27334"
"1046698","hexylresorcinol","5321"
"1046698","menthol","6750"
"1046700","glycerin","4910"
"1046700","naphazoline","7247"
"1046707","menthol","6750"
"1046707","methyl salicylate","29787"
"1046751","acetaminophen","161"
"1046751","diphenhydramine","3498"
"1046751","phenylephrine","8163"
"1046770","hyoscyamine","153970"
"1046771","hyoscyamine","153970"
"1046775","hyoscyamine","153970"
"1046781","acetaminophen","161"
"1046781","chlorpheniramine","2400"
"1046781","phenylephrine","8163"
"1046787","atropine","1223"
"1046787","phenobarbital","8134"
"1046787","scopolamine","9601"
"1046787","hyoscyamine","153970"
"1046799","acetaminophen","161"
"1046799","chlorpheniramine","2400"
"1046799","phenylephrine","8163"
"1046815","atropine","1223"
"1046815","phenobarbital","8134"
"1046815","scopolamine","9601"
"1046815","hyoscyamine","153970"
"1046920","nicotine","7407"
"1046924","atropine","1223"
"1046924","phenobarbital","8134"
"1046924","scopolamine","9601"
"1046924","hyoscyamine","153970"
"1046978","atropine","1223"
"1046978","phenobarbital","8134"
"1046978","scopolamine","9601"
"1046978","hyoscyamine","153970"
"1046982","hyoscyamine","153970"
"1046984","hyoscyamine","153970"
"1046985","hyoscyamine","153970"
"1046986","hyoscyamine","153970"
"104699","diazepam","3322"
"1046997","atropine","1223"
"1046997","phenobarbital","8134"
"1046997","scopolamine","9601"
"1046997","hyoscyamine","153970"
"1046999","atropine","1223"
"1046999","phenobarbital","8134"
"1046999","scopolamine","9601"
"1046999","hyoscyamine","153970"
"104700","diazepam","3322"
"104701","diazepam","3322"
"1047040","ethinyl estradiol","4124"
"1047040","norethindrone","7514"
"1047041","ethinyl estradiol","4124"
"1047041","norethindrone","7514"
"1047087","doxapram","3637"
"104719","lorazepam","6470"
"1047437","baclofen","1292"
"1047440","baclofen","1292"
"1047444","baclofen","1292"
"1047480","camphor","1952"
"1047480","menthol","6750"
"1047508","moxifloxacin","139462"
"1047511","doxapram","3637"
"104775","clozapine","2626"
"104776","clozapine","2626"
"1047786","methenamine","6832"
"1047786","methylene blue","6878"
"1047786","phenyl salicylate","36122"
"1047786","hyoscyamine","153970"
"1047786","sodium phosphate, monobasic","235496"
"1047791","methenamine","6832"
"1047791","methylene blue","6878"
"1047791","phenyl salicylate","36122"
"1047791","hyoscyamine","153970"
"1047791","sodium phosphate, monobasic","235496"
"1047795","methenamine","6832"
"1047795","methylene blue","6878"
"1047795","phenyl salicylate","36122"
"1047795","hyoscyamine","153970"
"1047795","sodium phosphate, monobasic","235496"
"104781","risperidone","35636"
"104782","risperidone","35636"
"104783","risperidone","35636"
"104784","risperidone","35636"
"1047881","hyoscyamine","153970"
"1047895","hyoscyamine","153970"
"1047905","hyoscyamine","153970"
"1047907","hyoscyamine","153970"
"1047908","hyoscyamine","153970"
"1047916","hyoscyamine","153970"
"1047918","hyoscyamine","153970"
"1048056","hyoscyamine","153970"
"1048058","hyoscyamine","153970"
"1048069","benzocaine","1399"
"1048117","monofluorophosphate","52885"
"1048119","trolamine salicylate","38866"
"1048124","atropine","1223"
"1048124","chlorpheniramine","2400"
"1048124","pseudoephedrine","8896"
"1048124","scopolamine","9601"
"1048124","hyoscyamine","153970"
"1048132","dyclonine","23744"
"1048134","dyclonine","23744"
"1048136","dyclonine","23744"
"1048138","dyclonine","23744"
"1048139","dyclonine","23744"
"1048141","dyclonine","23744"
"1048144","carbamide peroxide","47686"
"1048281","dyclonine","23744"
"1048299","dyclonine","23744"
"1048302","dyclonine","23744"
"1048307","methenamine","6832"
"1048307","methylene blue","6878"
"1048307","phenyl salicylate","36122"
"1048307","hyoscyamine","153970"
"1048307","sodium phosphate, monobasic","235496"
"1048336","methenamine","6832"
"1048336","methylene blue","6878"
"1048336","phenyl salicylate","36122"
"1048336","hyoscyamine","153970"
"1048336","sodium phosphate, monobasic","235496"
"1048340","methenamine","6832"
"1048340","methylene blue","6878"
"1048340","phenyl salicylate","36122"
"1048340","hyoscyamine","153970"
"1048340","sodium phosphate, monobasic","235496"
"104836","phenelzine","8123"
"1048366","benzethonium","1390"
"1048366","dyclonine","23744"
"104837","isocarboxazid","6011"
"104838","tranylcypromine","10734"
"1048445","colestipol","2685"
"1048447","colestipol","2685"
"1048450","colestipol","2685"
"1048452","colestipol","2685"
"104849","fluoxetine","4493"
"104884","metoclopramide","6915"
"104885","nabilone","31447"
"104894","ondansetron","26225"
"104895","ondansetron","26225"
"104896","ondansetron","26225"
"1048969","petrolatum","8091"
"1048969","zinc oxide","11423"
"1049072","petrolatum","8091"
"1049074","petrolatum","8091"
"1049075","petrolatum","8091"
"1049080","petrolatum","8091"
"1049086","benzethonium","1390"
"1049086","benzocaine","1399"
"1049091","benzethonium","1390"
"1049091","diphenhydramine","3498"
"1049091","zinc acetate","58295"
"1049095","benzethonium","1390"
"1049108","benzethonium","1390"
"1049108","benzocaine","1399"
"1049110","benzethonium","1390"
"1049110","benzocaine","1399"
"1049111","benzethonium","1390"
"1049123","benzalkonium","1378"
"1049123","pramoxine","34347"
"1049137","zinc oxide","11423"
"1049137","cocoa butter","21389"
"1049143","pseudoephedrine","8896"
"1049154","pseudoephedrine","8896"
"1049156","pseudoephedrine","8896"
"1049160","pseudoephedrine","8896"
"1049162","pseudoephedrine","8896"
"1049163","pseudoephedrine","8896"
"1049167","pseudoephedrine","8896"
"1049169","pseudoephedrine","8896"
"1049176","benzethonium","1390"
"1049176","diphenhydramine","3498"
"1049176","zinc acetate","58295"
"1049179","acetaminophen","161"
"1049179","pseudoephedrine","8896"
"1049182","phenylephrine","8163"
"1049184","phenylephrine","8163"
"1049213","benzalkonium","1378"
"1049213","benzocaine","1399"
"1049214","acetaminophen","161"
"1049214","oxycodone","7804"
"1049216","acetaminophen","161"
"1049216","oxycodone","7804"
"1049221","acetaminophen","161"
"1049221","oxycodone","7804"
"1049223","acetaminophen","161"
"1049223","oxycodone","7804"
"1049224","benzalkonium","1378"
"1049224","benzocaine","1399"
"1049225","acetaminophen","161"
"1049225","oxycodone","7804"
"1049227","acetaminophen","161"
"1049227","oxycodone","7804"
"1049228","benzalkonium","1378"
"1049250","benzalkonium","1378"
"1049251","acetaminophen","161"
"1049251","oxycodone","7804"
"1049254","benzalkonium","1378"
"1049260","acetaminophen","161"
"1049260","oxycodone","7804"
"1049278","benzalkonium","1378"
"1049285","benzalkonium","1378"
"1049289","diphenhydramine","3498"
"1049306","fructose","4570"
"1049306","glucose","4850"
"1049306","sodium citrate","56466"
"1049374","benzalkonium","1378"
"1049387","benzalkonium","1378"
"1049402","benzalkonium","1378"
"1049423","polyethylene glycol 3350","221147"
"1049502","oxycodone","7804"
"1049504","oxycodone","7804"
"1049517","pseudoephedrine","8896"
"1049529","pseudoephedrine","8896"
"1049543","oxycodone","7804"
"1049545","oxycodone","7804"
"1049551","pseudoephedrine","8896"
"1049565","oxycodone","7804"
"1049574","oxycodone","7804"
"1049576","oxycodone","7804"
"1049580","acetaminophen","161"
"1049580","oxycodone","7804"
"1049586","oxycodone","7804"
"1049589","ibuprofen","5640"
"1049589","oxycodone","7804"
"1049593","oxycodone","7804"
"1049595","oxycodone","7804"
"1049601","oxycodone","7804"
"1049604","oxycodone","7804"
"1049611","oxycodone","7804"
"1049613","oxycodone","7804"
"1049615","oxycodone","7804"
"1049618","oxycodone","7804"
"1049620","oxycodone","7804"
"1049621","oxycodone","7804"
"1049623","oxycodone","7804"
"1049625","acetaminophen","161"
"1049625","oxycodone","7804"
"1049630","diphenhydramine","3498"
"1049632","diphenhydramine","3498"
"1049633","diphenhydramine","3498"
"1049635","acetaminophen","161"
"1049635","oxycodone","7804"
"1049637","acetaminophen","161"
"1049637","oxycodone","7804"
"1049640","acetaminophen","161"
"1049640","oxycodone","7804"
"1049642","acetaminophen","161"
"1049642","oxycodone","7804"
"1049668","pseudoephedrine","8896"
"1049670","pseudoephedrine","8896"
"1049672","pseudoephedrine","8896"
"1049680","benzoyl peroxide","1418"
"1049682","benzoyl peroxide","1418"
"1049683","oxycodone","7804"
"1049686","oxycodone","7804"
"1049696","oxycodone","7804"
"1049723","diphenhydramine","3498"
"1049725","diphenhydramine","3498"
"1049756","benzalkonium","1378"
"1049756","piperonyl butoxide","8345"
"1049756","pyrethrins","8991"
"1049759","benzalkonium","1378"
"1049759","piperonyl butoxide","8345"
"1049759","pyrethrins","8991"
"1049770","pseudoephedrine","8896"
"1049880","diphenhydramine","3498"
"1049882","diphenhydramine","3498"
"1049900","diphenhydramine","3498"
"1049901","diphenhydramine","3498"
"1049906","diphenhydramine","3498"
"1049908","diphenhydramine","3498"
"1049909","diphenhydramine","3498"
"1049910","diphenhydramine","3498"
"1050077","diphenhydramine","3498"
"1050080","diphenhydramine","3498"
"1050087","camphor","1952"
"1050087","menthol","6750"
"1050087","petrolatum","8091"
"1050091","camphor","1952"
"1050091","menthol","6750"
"1050091","petrolatum","8091"
"105018","lamotrigine","28439"
"105019","lamotrigine","28439"
"105028","gabapentin","25480"
"105029","gabapentin","25480"
"105030","gabapentin","25480"
"1050325","methenamine","6832"
"1050325","methylene blue","6878"
"1050325","hyoscyamine","153970"
"1050325","sodium phosphate, monobasic","235496"
"1050338","clonidine","2599"
"1050385","acetaminophen","161"
"1050385","diphenhydramine","3498"
"1050385","phenylephrine","8163"
"1050394","desoximetasone","3255"
"1050492","ethinyl estradiol","4124"
"1050492","drospirenone","11636"
"1050492","levomefolate","1592257"
"1050493","ethinyl estradiol","4124"
"1050493","drospirenone","11636"
"1050493","levomefolate","1592257"
"1050494","ethinyl estradiol","4124"
"1050494","drospirenone","11636"
"1050494","levomefolate","1592257"
"105050","bromocriptine","1760"
"1050506","pseudoephedrine","8896"
"1050671","undecylenate","314881"
"105071","nicotine","7407"
"1051006","benzoyl peroxide","1418"
"105171","cefadroxil","2177"
"105174","cefotaxime","2186"
"1052358","glycerin","4910"
"1052416","acetaminophen","161"
"1052416","aspirin","1191"
"1052416","caffeine","1886"
"1052445","acetaminophen","161"
"1052445","magnesium salicylate","52364"
"1052445","pamabrom","54365"
"1052462","acetaminophen","161"
"1052462","diphenhydramine","3498"
"1052466","acetaminophen","161"
"1052466","diphenhydramine","3498"
"1052467","acetaminophen","161"
"1052467","diphenhydramine","3498"
"1052469","acetaminophen","161"
"1052469","diphenhydramine","3498"
"105260","azithromycin","18631"
"1052612","krill oil","880350"
"1052620","allantoin","508"
"1052620","benzocaine","1399"
"1052620","camphor","1952"
"1052620","petrolatum","8091"
"1052633","benzocaine","1399"
"1052637","acetaminophen","161"
"1052637","pyrilamine","9009"
"1052637","pamabrom","54365"
"1052641","acetaminophen","161"
"1052641","pyrilamine","9009"
"1052641","pamabrom","54365"
"1052647","acetaminophen","161"
"1052647","doxylamine","3642"
"1052647","phenylephrine","8163"
"1052658","etravirine","475969"
"1052660","etravirine","475969"
"1052670","acetaminophen","161"
"1052670","phenylephrine","8163"
"1052678","aspirin","1191"
"1052679","acetaminophen","161"
"1052679","chlorpheniramine","2400"
"1052679","phenylephrine","8163"
"1052684","pramoxine","34347"
"1052690","urea","11002"
"1052690","lactate","114202"
"1052692","urea","11002"
"1052692","lactate","114202"
"1052696","policosanol","69440"
"1052744","menthol","6750"
"1052760","magnesium citrate","52356"
"1052767","phenylephrine","8163"
"105292","isoniazid","6038"
"1052928","diphenhydramine","3498"
